INFO     ActorSystem Administrator startup @ ActorAddr-(T|:1900)
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-19
DEBUG    db-server-1 received abort request clerk-9-trx-19
DEBUG    db-server-3 received abort request clerk-9-trx-19
DEBUG    clerk-9-trx-19 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-19
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-19
DEBUG    db-server-4 received abort request clerk-9-trx-19
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-19
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-19
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A208>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-19
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF320>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542AF98>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D2B0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-20
DEBUG    clerk-9 -Committing clerk-9-trx-20
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-20
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-20
DEBUG    db-server-1 Validation successful for clerk-9-trx-20 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-20
DEBUG    db-server-3 Validation successful for clerk-9-trx-20 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-20
DEBUG    db-server-0 Validation successful for clerk-9-trx-20 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-20
DEBUG    db-server-4 Validation successful for clerk-9-trx-20 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-20
DEBUG    db-server-1 received abort request clerk-9-trx-20
DEBUG    db-server-3 received abort request clerk-9-trx-20
DEBUG    db-server-0 received abort request clerk-9-trx-20
DEBUG    db-server-4 received abort request clerk-9-trx-20
DEBUG    clerk-9-trx-20 -false 
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-20
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-20
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-20
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-20
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF128>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A5C0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A860>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D5C0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-21
DEBUG    clerk-9 -Committing clerk-9-trx-21
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-21
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-21
DEBUG    db-server-1 Validation successful for clerk-9-trx-21 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-21
DEBUG    db-server-3 Validation successful for clerk-9-trx-21 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-21
DEBUG    db-server-0 Validation successful for clerk-9-trx-21 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-21
DEBUG    db-server-4 Validation successful for clerk-9-trx-21 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-21
DEBUG    db-server-1 received abort request clerk-9-trx-21
DEBUG    db-server-3 received abort request clerk-9-trx-21
DEBUG    db-server-0 received abort request clerk-9-trx-21
DEBUG    clerk-9-trx-21 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-21
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-21
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-21
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-21
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-21
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DBE0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF860>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A5F8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A400>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-22
DEBUG    clerk-9 -Committing clerk-9-trx-22
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-22
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-22
DEBUG    db-server-1 Validation successful for clerk-9-trx-22 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-22
DEBUG    db-server-3 Validation successful for clerk-9-trx-22 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-22
DEBUG    db-server-0 Validation successful for clerk-9-trx-22 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-22
DEBUG    db-server-4 Validation successful for clerk-9-trx-22 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-22
DEBUG    db-server-1 received abort request clerk-9-trx-22
DEBUG    db-server-3 received abort request clerk-9-trx-22
DEBUG    db-server-0 received abort request clerk-9-trx-22
DEBUG    clerk-9-trx-22 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-22
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-22
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-22
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-22
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-22
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A860>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D0F0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFCC0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-23
DEBUG    clerk-9 -Committing clerk-9-trx-23
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-23
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-23
DEBUG    db-server-3 received prepare request clerk-9-trx-23
DEBUG    db-server-1 Validation successful for clerk-9-trx-23 - Prepare OK
DEBUG    db-server-3 Validation successful for clerk-9-trx-23 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-23
DEBUG    db-server-0 Validation successful for clerk-9-trx-23 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-23
DEBUG    db-server-4 Validation successful for clerk-9-trx-23 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-23
DEBUG    db-server-1 received abort request clerk-9-trx-23
DEBUG    db-server-3 received abort request clerk-9-trx-23
DEBUG    db-server-0 received abort request clerk-9-trx-23
DEBUG    clerk-9-trx-23 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-23
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-23
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A080>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-23
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-23
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-23
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DA90>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF1D0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-24
DEBUG    clerk-9 -Committing clerk-9-trx-24
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-24
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-24
DEBUG    db-server-1 Validation successful for clerk-9-trx-24 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-24
DEBUG    db-server-3 Validation successful for clerk-9-trx-24 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-24
DEBUG    db-server-0 Validation successful for clerk-9-trx-24 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-24
DEBUG    db-server-4 Validation successful for clerk-9-trx-24 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-24
DEBUG    db-server-1 received abort request clerk-9-trx-24
DEBUG    db-server-3 received abort request clerk-9-trx-24
DEBUG    clerk-9-trx-24 -false 
DEBUG    db-server-0 received abort request clerk-9-trx-24
DEBUG    db-server-4 received abort request clerk-9-trx-24
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-24
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-24
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-24
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFCC0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-24
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737AEF0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DF98>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-25
DEBUG    clerk-9 -Committing clerk-9-trx-25
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-25
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-25
DEBUG    db-server-1 Validation successful for clerk-9-trx-25 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-25
DEBUG    db-server-3 Validation successful for clerk-9-trx-25 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-25
DEBUG    db-server-0 Validation successful for clerk-9-trx-25 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-25
DEBUG    db-server-4 Validation successful for clerk-9-trx-25 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-25
DEBUG    db-server-1 received abort request clerk-9-trx-25
DEBUG    db-server-3 received abort request clerk-9-trx-25
DEBUG    db-server-0 received abort request clerk-9-trx-25
DEBUG    clerk-9-trx-25 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-25
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737A908>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 received abort request clerk-9-trx-25
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-25
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-25
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF9E8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-25
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A4A8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D7F0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-26
DEBUG    clerk-9 -Committing clerk-9-trx-26
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-26
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-26
DEBUG    db-server-1 Validation successful for clerk-9-trx-26 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-26
DEBUG    db-server-3 Validation successful for clerk-9-trx-26 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-26
DEBUG    db-server-0 Validation successful for clerk-9-trx-26 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-26
DEBUG    db-server-4 Validation successful for clerk-9-trx-26 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-26
DEBUG    db-server-1 received abort request clerk-9-trx-26
DEBUG    db-server-3 received abort request clerk-9-trx-26
DEBUG    db-server-0 received abort request clerk-9-trx-26
DEBUG    clerk-9-trx-26 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-26
DEBUG    db-server-4 received abort request clerk-9-trx-26
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-26
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-26
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286737ADA0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-26
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF0B8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A630>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DA90>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-27
DEBUG    clerk-9 -Committing clerk-9-trx-27
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-27
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-27
DEBUG    db-server-1 Validation successful for clerk-9-trx-27 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-27
DEBUG    db-server-3 Validation successful for clerk-9-trx-27 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-27
DEBUG    db-server-0 Validation successful for clerk-9-trx-27 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-27
DEBUG    db-server-4 Validation successful for clerk-9-trx-27 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-27
DEBUG    db-server-1 received abort request clerk-9-trx-27
DEBUG    db-server-3 received abort request clerk-9-trx-27
DEBUG    db-server-0 received abort request clerk-9-trx-27
DEBUG    clerk-9-trx-27 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-27
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286738A518>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 received abort request clerk-9-trx-27
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-27
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-27
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-27
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF5C0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A278>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D908>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-28
DEBUG    clerk-9 -Committing clerk-9-trx-28
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-28
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-28
DEBUG    db-server-1 Validation successful for clerk-9-trx-28 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-28
DEBUG    db-server-3 Validation successful for clerk-9-trx-28 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-28
DEBUG    db-server-0 Validation successful for clerk-9-trx-28 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-28
DEBUG    db-server-4 Validation successful for clerk-9-trx-28 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-28
DEBUG    db-server-1 received abort request clerk-9-trx-28
DEBUG    db-server-3 received abort request clerk-9-trx-28
DEBUG    db-server-0 received abort request clerk-9-trx-28
DEBUG    clerk-9-trx-28 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-28
DEBUG    db-server-4 received abort request clerk-9-trx-28
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-28
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-28
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286738A438>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-28
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFB70>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A518>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361D780>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-29
DEBUG    clerk-9 -Committing clerk-9-trx-29
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-29
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-29
DEBUG    db-server-1 Validation successful for clerk-9-trx-29 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-29
DEBUG    db-server-3 Validation successful for clerk-9-trx-29 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-29
DEBUG    db-server-0 Validation successful for clerk-9-trx-29 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-29
DEBUG    db-server-4 Validation successful for clerk-9-trx-29 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-29
DEBUG    db-server-1 received abort request clerk-9-trx-29
DEBUG    db-server-3 received abort request clerk-9-trx-29
DEBUG    db-server-0 received abort request clerk-9-trx-29
DEBUG    clerk-9-trx-29 -false 
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-29
DEBUG    db-server-4 received abort request clerk-9-trx-29
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-29
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-29
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286738A748>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-29
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DF4E0>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542ABE0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DFD0>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-30
DEBUG    clerk-9 -Committing clerk-9-trx-30
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-30
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-30
DEBUG    db-server-1 Validation successful for clerk-9-trx-30 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-30
DEBUG    db-server-3 Validation successful for clerk-9-trx-30 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-30
DEBUG    db-server-0 Validation successful for clerk-9-trx-30 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-30
DEBUG    db-server-4 Validation successful for clerk-9-trx-30 - Prepare OK
DEBUG    clerk-9 -Aborting due to validation fail clerk-9-trx-30
DEBUG    db-server-1 received abort request clerk-9-trx-30
DEBUG    db-server-3 received abort request clerk-9-trx-30
DEBUG    db-server-0 received abort request clerk-9-trx-30
DEBUG    clerk-9-trx-30 -false 
DEBUG    db-server-4 received abort request clerk-9-trx-30
DEBUG    db-server-1 - Aborting transaction clerk-9-trx-30
DEBUG    db-server-3 - Aborting transaction clerk-9-trx-30
DEBUG    db-server-0 - Aborting transaction clerk-9-trx-30
DEBUG    db-server-4 - Aborting transaction clerk-9-trx-30
DEBUG    db-server-1 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x00000256D50DFCF8>], key=<function Server.__init__.<locals>.<lambda> at 0x00000256D509DD90>, load=1000)
DEBUG    db-server-3 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000014A4542A668>], key=<function Server.__init__.<locals>.<lambda> at 0x0000014A453EDD90>, load=1000)
DEBUG    db-server-0 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x000002286738A7F0>], key=<function Server.__init__.<locals>.<lambda> at 0x000002286733DD90>, load=1000)
DEBUG    db-server-4 - history is: SortedListWithKey([<thor.utils.Transaction object at 0x0000015FB361DCF8>], key=<function Server.__init__.<locals>.<lambda> at 0x0000015FB35DDD90>, load=1000)
DEBUG    clerk-9 -Starting read for: dict_keys([])
DEBUG    clerk-9 -Sending reads to dict_keys([]) 
DEBUG    clerk-9 -Read finished for clerk-9-trx-31
DEBUG    clerk-9 -Committing clerk-9-trx-31
DEBUG    clerk-9 -Sending prepare to dict_keys(['db-server-2', 'db-server-1', 'db-server-3', 'db-server-0', 'db-server-4']) 
DEBUG    db-server-2 received prepare request clerk-9-trx-31
DEBUG    db-server-2 -conflict, (0, 0), (5, 1, 1512825385729)
DEBUG    db-server-1 received prepare request clerk-9-trx-31
DEBUG    db-server-1 Validation successful for clerk-9-trx-31 - Prepare OK
DEBUG    db-server-3 received prepare request clerk-9-trx-31
DEBUG    db-server-3 Validation successful for clerk-9-trx-31 - Prepare OK
DEBUG    db-server-0 received prepare request clerk-9-trx-31
DEBUG    db-server-0 Validation successful for clerk-9-trx-31 - Prepare OK
DEBUG    db-server-4 received prepare request clerk-9-trx-31
